title,tokens,tokens_text,num_tokens,category,location,price_numeric
Residential house for sale at Bhadrabas,"['residential', 'house', 'sale', 'bhadrabas']",residential house sale bhadrabas,4,House,"Bhadrabas, Kathmandu",12500000.0
"Residential house for sale at Bagdol, Lalitpur","['residential', 'house', 'sale', 'bagdol', 'lalitpur']",residential house sale bagdol lalitpur,5,House,"Bagdol, Lalitpur",55000000.0
Beautiful Bungalow for sale at Dhapasi Height,"['beautiful', 'bungalow', 'sale', 'dhapasi', 'height']",beautiful bungalow sale dhapasi height,5,House,"Dhapasi, Kathmandu",125000000.0
"Bungalow house for sale at Ganesh Chowk, Budhanilkantha","['bungalow', 'house', 'sale', 'ganesh', 'chowk', 'budhanilkantha']",bungalow house sale ganesh chowk budhanilkantha,6,House,"Ganesh Chowk, Kathmandu",67500000.0
"Fully furnished bungalow for sale in Bhaisepati, Lalitpur","['fully', 'furnished', 'bungalow', 'sale', 'bhaisepati', 'lalitpur']",fully furnished bungalow sale bhaisepati lalitpur,6,House,"Bhaisepati, Lalitpur",150000000.0
"Beautiful house for sale at Kapan, Kathmandu ","['beautiful', 'house', 'sale', 'kapan', 'kathmandu']",beautiful house sale kapan kathmandu,5,House,"Kapan, Kathmandu",36000000.0
"Under construction house for sale in Siddhartha Colony, Budhanilkantha","['construction', 'house', 'sale', 'siddhartha', 'colony', 'budhanilkantha']",construction house sale siddhartha colony budhanilkantha,6,House,"Siddhartha Colony, Kathmandu",35000000.0
"Semi furnished house on sale at Narayanthan, Budhanilkantha","['semi', 'furnished', 'house', 'sale', 'narayanthan', 'budhanilkantha']",semi furnished house sale narayanthan budhanilkantha,6,House,"Narayanthan , Kathmandu",42500000.0
"House on sale at Nakkhu, Bhaisepati","['house', 'sale', 'nakkhu', 'bhaisepati']",house sale nakkhu bhaisepati,4,House,"Nakkhu, Lalitpur",53000000.0
"House for sale in Mangal Colony, Bhaisepati","['house', 'sale', 'mangal', 'colony', 'bhaisepati']",house sale mangal colony bhaisepati,5,House,"Bhaisepati, Lalitpur",40000000.0
Luxurious Bungalow for sale in Bhaisepati,"['luxurious', 'bungalow', 'sale', 'bhaisepati']",luxurious bungalow sale bhaisepati,4,House,"Bhaisepati, Lalitpur",150000000.0
"Residential house for sale in Hattigauda Chowk, Budhanilkantha","['residential', 'house', 'sale', 'hattigauda', 'chowk', 'budhanilkantha']",residential house sale hattigauda chowk budhanilkantha,6,House,"Hattigaunda, Kathmandu",36500000.0
"Residential house on sale Near Medicity, Bhaisepati","['residential', 'house', 'sale', 'near', 'medicity', 'bhaisepati']",residential house sale near medicity bhaisepati,6,House,"Bhaisepati, Lalitpur",39900000.0
Newly built residential house for sale in Budhanilkantha,"['newly', 'built', 'residential', 'house', 'sale', 'budhanilkantha']",newly built residential house sale budhanilkantha,6,House,"Sundarbasti, Kathmandu",38500000.0
"Brand new semi bungalow house for sale in Sundarbasti, Budhanilkantha","['brand', 'new', 'semi', 'bungalow', 'house', 'sale', 'sundarbasti', 'budhanilkantha']",brand new semi bungalow house sale sundarbasti budhanilkantha,8,House,"Sundarbasti, Kathmandu",38500000.0
"Premium Residential house for sale in Ramkot, Sitapaila","['premium', 'residential', 'house', 'sale', 'ramkot', 'sitapaila']",premium residential house sale ramkot sitapaila,6,House,"Sitapaila, Kathmandu",67400000.0
"Beautiful house for sale in Kathmandu, Budhanilkantha","['beautiful', 'house', 'sale', 'kathmandu', 'budhanilkantha']",beautiful house sale kathmandu budhanilkantha,5,House,"Budhanilkantha, Kathmandu",110000000.0
"House for sale in Gothatar, Kathmandu","['house', 'sale', 'gothatar', 'kathmandu']",house sale gothatar kathmandu,4,House,"Gothatar, Kathmandu",14000000.0
"Residential house for sale in Ganeshthan, Gongabhu","['residential', 'house', 'sale', 'ganeshthan', 'gongabhu']",residential house sale ganeshthan gongabhu,5,House,"Gongabu, Kathmandu",31500000.0
"Bungalow for sale near Wai Wai Factory, Bhaisepati","['bungalow', 'sale', 'near', 'wai', 'wai', 'factory', 'bhaisepati']",bungalow sale near wai wai factory bhaisepati,7,House,"Bhaisepati, Lalitpur",47500000.0
"House on sale in Jarankhu, Tarkeshwor","['house', 'sale', 'jarankhu', 'tarkeshwor']",house sale jarankhu tarkeshwor,4,House,"Jarankhu, Kathmandu",25000000.0
Residential Bungalow for sale at Dhapakhel,"['residential', 'bungalow', 'sale', 'dhapakhel']",residential bungalow sale dhapakhel,4,House,"Dhapakhel, Lalitpur",18500000.0
"House for sale at Sudal, Changunarayan","['house', 'sale', 'sudal', 'changunarayan']",house sale sudal changunarayan,4,House,"Sudal, Bhaktapur",21000000.0
"Residential house for sale in Khumaltar, Lalitpur","['residential', 'house', 'sale', 'khumaltar', 'lalitpur']",residential house sale khumaltar lalitpur,5,House,"Khumaltar, Lalitpur",35000000.0
"Three houses for sale at Kantipur Colony, Nakhipot","['three', 'house', 'sale', 'kantipur', 'colony', 'nakhipot']",three house sale kantipur colony nakhipot,6,House,"Nakhipot, Lalitpur",27500000.0
"House for sale in Aarubari, Gokarneshwor","['house', 'sale', 'aarubari', 'gokarneshwor']",house sale aarubari gokarneshwor,4,House,"Aarubari, Kathmandu",19000000.0
"House for sale in Baluwa, Gokarneshwar","['house', 'sale', 'baluwa', 'gokarneshwar']",house sale baluwa gokarneshwar,4,House,"Baluwa, Kathmandu",19000000.0
"Brand new house on sale in Deuwa Chowk, Budhanilkantha","['brand', 'new', 'house', 'sale', 'deuwa', 'chowk', 'budhanilkantha']",brand new house sale deuwa chowk budhanilkantha,7,House,"Deuwa chowk, Kathmandu",52500000.0
"House for sale in Kalanki, Tinthana","['house', 'sale', 'kalanki', 'tinthana']",house sale kalanki tinthana,4,House,"Tinthana, Kathmandu",19800000.0
"Brand new bungalow for sale in Machhegaun, Kritipur","['brand', 'new', 'bungalow', 'sale', 'machhegaun', 'kritipur']",brand new bungalow sale machhegaun kritipur,6,House,"Machhegaun , Kathmandu",45000000.0
"House for sale at Imadol, Kamalpokhari","['house', 'sale', 'imadol', 'kamalpokhari']",house sale imadol kamalpokhari,4,House,"Imadol, Lalitpur",26500000.0
House for sale behind Satdobato Swimming Pool,"['house', 'sale', 'behind', 'satdobato', 'swimming', 'pool']",house sale behind satdobato swimming pool,6,House,"Satdobato, Lalitpur",45000000.0
"Non furnished house for sale in Dhungedhara, Swoyambhu","['non', 'furnished', 'house', 'sale', 'dhungedhara', 'swoyambhu']",non furnished house sale dhungedhara swoyambhu,6,House,"Swoyambhu, Kathmandu",110000000.0
"Under construction house for sale in Imadol, Lalitpur ","['construction', 'house', 'sale', 'imadol', 'lalitpur']",construction house sale imadol lalitpur,5,House,"Imadol, Lalitpur",27500000.0
Semi furnished house for sale at Sinamangal,"['semi', 'furnished', 'house', 'sale', 'sinamangal']",semi furnished house sale sinamangal,5,House,"Sinamangal, Kathmandu",45000000.0
Semi furnished house for sale in Khumaltar,"['semi', 'furnished', 'house', 'sale', 'khumaltar']",semi furnished house sale khumaltar,5,House,"Khumaltar, Lalitpur",42500000.0
"House for sale near Bhatbhateni, Radhe Radhe, Bhaktapur","['house', 'sale', 'near', 'bhatbhateni', 'radhe', 'radhe', 'bhaktapur']",house sale near bhatbhateni radhe radhe bhaktapur,7,House,"Radhe Radhe, Bhaktapur",62500000.0
"Attractive house for sale in Dhapakhel, Height","['attractive', 'house', 'sale', 'dhapakhel', 'height']",attractive house sale dhapakhel height,5,House,"Dhapakhel, Lalitpur",42000000.0
"Beautiful house for sale in Chunikhel, Budhanilkantha","['beautiful', 'house', 'sale', 'chunikhel', 'budhanilkantha']",beautiful house sale chunikhel budhanilkantha,5,House,"Chunikhel, Kathmandu",15500000.0
"Newly built house on sale in Kapan, Baluwakhani","['newly', 'built', 'house', 'sale', 'kapan', 'baluwakhani']",newly built house sale kapan baluwakhani,6,House,"Kapan, Kathmandu",33500000.0
"Beautiful house for sale in Surya Darshan Height, Tokha ","['beautiful', 'house', 'sale', 'surya', 'darshan', 'height', 'tokha']",beautiful house sale surya darshan height tokha,7,House,"SuryadaRs.han Height, Kathmandu",32500000.0
"Beautiful house for sale in Khumaltar, Dhapakhel","['beautiful', 'house', 'sale', 'khumaltar', 'dhapakhel']",beautiful house sale khumaltar dhapakhel,5,House,"Dhapakhel, Lalitpur",29000000.0
Under construction house for sale in Budhanilkantha,"['construction', 'house', 'sale', 'budhanilkantha']",construction house sale budhanilkantha,4,House,"Budhanilkantha, Kathmandu",32000000.0
"Beautiful house for sale in Kathmandu,  Budhanilkantha","['beautiful', 'house', 'sale', 'kathmandu', 'budhanilkantha']",beautiful house sale kathmandu budhanilkantha,5,House,"Budhanilkantha, Kathmandu",32500000.0
"House on Sale in Sukedhara ,Only 300 meters from Ring Road","['house', 'sale', 'sukedhara', '300', 'meter', 'ring', 'road']",house sale sukedhara 300 meter ring road,7,House,"Sukedhara, Kathmandu",49500000.0
Furnished House on sale at a gated colony of Bhaisepati,"['furnished', 'house', 'sale', 'gated', 'colony', 'bhaisepati']",furnished house sale gated colony bhaisepati,6,House,"Bhaisepati, Lalitpur",55000000.0
Booking open for newly built houses at Budhanilkantha,"['booking', 'open', 'newly', 'built', 'house', 'budhanilkantha']",booking open newly built house budhanilkantha,6,House,"Budhanilkantha, Kathmandu",42500000.0
Residential bungalow for sale at Sanepa,"['residential', 'bungalow', 'sale', 'sanepa']",residential bungalow sale sanepa,4,House,"Sanepa, Lalitpur",77500000.0
Residential house for sale in Boharatar,"['residential', 'house', 'sale', 'boharatar']",residential house sale boharatar,4,House,"Boharatar, Kathmandu",20000000.0
"Semi furnished house on sale in Budhanilkantha, Kathmandu","['semi', 'furnished', 'house', 'sale', 'budhanilkantha', 'kathmandu']",semi furnished house sale budhanilkantha kathmandu,6,House,"Budhanilkantha, Kathmandu",48000000.0
"House on sale at Gundu, Bhaktapur","['house', 'sale', 'gundu', 'bhaktapur']",house sale gundu bhaktapur,4,House,"Gundu, Bhaktapur",105000000.0
"Full furnished house for sale in Jhamsikhel, Lalitpur","['full', 'furnished', 'house', 'sale', 'jhamsikhel', 'lalitpur']",full furnished house sale jhamsikhel lalitpur,6,House,"Jhamsikhel, Lalitpur",40000000.0
"House for sale in Kusunti, Ekantakuna","['house', 'sale', 'kusunti', 'ekantakuna']",house sale kusunti ekantakuna,4,House,"Ekantakuna, Lalitpur",36000000.0
"Luxurious Villas available at Downtown Housing, Bhaisepati","['luxurious', 'villa', 'available', 'downtown', 'housing', 'bhaisepati']",luxurious villa available downtown housing bhaisepati,6,House,"Bhaisepati, Lalitpur",36500000.0
"Bungalow house for sale at Grande Villa, Tokha","['bungalow', 'house', 'sale', 'grande', 'villa', 'tokha']",bungalow house sale grande villa tokha,6,House,"Grande Villa, Kathmandu",53500000.0
Brand new residential bungalow house for sale at Budhanilkantha,"['brand', 'new', 'residential', 'bungalow', 'house', 'sale', 'budhanilkantha']",brand new residential bungalow house sale budhanilkantha,7,House,"Budhanilkantha, Kathmandu",50000000.0
"Beautiful house for sale in Budhanilkantha, Kathmandu","['beautiful', 'house', 'sale', 'budhanilkantha', 'kathmandu']",beautiful house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",35000000.0
"Residential house for sale in Saibu, Bhaisepati","['residential', 'house', 'sale', 'saibu', 'bhaisepati']",residential house sale saibu bhaisepati,5,House,"Sainbu, Lalitpur",30000000.0
"Residential house for sale in Pepsicola, Kathmandu","['residential', 'house', 'sale', 'pepsicola', 'kathmandu']",residential house sale pepsicola kathmandu,5,House,"Pepsicola, Kathmandu",26000000.0
Booking open for under construction house at Thankot Checkpost,"['booking', 'open', 'construction', 'house', 'thankot', 'checkpost']",booking open construction house thankot checkpost,6,House,"Thankot, Kathmandu",19500000.0
Commercial property for sale at Thamel,"['commercial', 'property', 'sale', 'thamel']",commercial property sale thamel,4,House,"Thamel, Kathmandu",130000000.0
House on sale at Sanobharyang Housing,"['house', 'sale', 'sanobharyang', 'housing']",house sale sanobharyang housing,4,House,"Sanobharyang, Kathmandu",45000000.0
Bungalow house for sale in Khusibu Townplanning,"['bungalow', 'house', 'sale', 'khusibu', 'townplanning']",bungalow house sale khusibu townplanning,5,House,"Khusibu, Kathmandu",105000000.0
Semi furnished bungalow for sale at Sukedhara,"['semi', 'furnished', 'bungalow', 'sale', 'sukedhara']",semi furnished bungalow sale sukedhara,5,House,"Sukedhara, Kathmandu",70000000.0
"House on sale in Khadpu, Dhulikhel","['house', 'sale', 'khadpu', 'dhulikhel']",house sale khadpu dhulikhel,4,House,"Khadpu, Kavrepalanchok",13500000.0
Under Construction house on sale at Thulobharyang,"['construction', 'house', 'sale', 'thulobharyang']",construction house sale thulobharyang,4,House,"Thulobharyang, Kathmandu",35000000.0
"Brand new house for sale in Imadol, Nayabasti","['brand', 'new', 'house', 'sale', 'imadol', 'nayabasti']",brand new house sale imadol nayabasti,6,House,"Imadol, Lalitpur",20500000.0
Full furnished house for sale in Thankot,"['full', 'furnished', 'house', 'sale', 'thankot']",full furnished house sale thankot,5,House,"Thankot, Kathmandu",30000000.0
"Residential house on sale in Lazimpat, Kathmandu","['residential', 'house', 'sale', 'lazimpat', 'kathmandu']",residential house sale lazimpat kathmandu,5,House,"Lazimpat, Kathmandu",22500000.0
"Beautiful house for sale in Tokha, Kathmandu","['beautiful', 'house', 'sale', 'tokha', 'kathmandu']",beautiful house sale tokha kathmandu,5,House,"Tokha, Kathmandu",24000000.0
"Residential house for sale at Ganesh Chowk, Budhanilkantha","['residential', 'house', 'sale', 'ganesh', 'chowk', 'budhanilkantha']",residential house sale ganesh chowk budhanilkantha,6,House,"Ganesh Chowk, Kathmandu",65000000.0
"Beautiful house for sale in Checkpost, Chandragiri","['beautiful', 'house', 'sale', 'checkpost', 'chandragiri']",beautiful house sale checkpost chandragiri,5,House,"Chandragiri, Kathmandu",18500000.0
Full furnished house for sale in Maharajgunj,"['full', 'furnished', 'house', 'sale', 'maharajgunj']",full furnished house sale maharajgunj,5,House,"Maharajgunj, Kathmandu",90000000.0
"Semi furnished house for sale in Khumaltar, Lalitpur","['semi', 'furnished', 'house', 'sale', 'khumaltar', 'lalitpur']",semi furnished house sale khumaltar lalitpur,6,House,"Khumaltar, Lalitpur",40000000.0
"Beautiful house for sale in Kapan, Kathmandu","['beautiful', 'house', 'sale', 'kapan', 'kathmandu']",beautiful house sale kapan kathmandu,5,House,"Kapan, Kathmandu",16000000.0
"Newly built house on sale in Bhangal, Budhanilkantha","['newly', 'built', 'house', 'sale', 'bhangal', 'budhanilkantha']",newly built house sale bhangal budhanilkantha,6,House,"Budhanilkantha, Kathmandu",39000000.0
Attractive house for sale at Bansbari,"['attractive', 'house', 'sale', 'bansbari']",attractive house sale bansbari,4,House,"Bansbari, Kathmandu",62500000.0
Beautiful old house for sale at Bansbari,"['beautiful', 'old', 'house', 'sale', 'bansbari']",beautiful old house sale bansbari,5,House,"Bansbari, Kathmandu",62500000.0
"Residential house for sale at New Plaza Road, Putalisadak","['residential', 'house', 'sale', 'new', 'plaza', 'road', 'putalisadak']",residential house sale new plaza road putalisadak,7,House,"Putalisadak, Kathmandu",85000000.0
Residential house on sale in Kalanki,"['residential', 'house', 'sale', 'kalanki']",residential house sale kalanki,4,House,"Kalanki, Kathmandu",32000000.0
"Semi furnished house for sale in Fulbari, Budhanilkantha","['semi', 'furnished', 'house', 'sale', 'fulbari', 'budhanilkantha']",semi furnished house sale fulbari budhanilkantha,6,House,"Budhanilkantha, Kathmandu",70000000.0
Bungalow house for sale at Golfutar,"['bungalow', 'house', 'sale', 'golfutar']",bungalow house sale golfutar,4,House,"Golfutar, Kathmandu",31500000.0
"House on urgent sale at Pasikot, Budhanilkantha","['house', 'urgent', 'sale', 'pasikot', 'budhanilkantha']",house urgent sale pasikot budhanilkantha,5,House,"Pasikot, Kathmandu",33000000.0
"Luxurious house for sale in Budhanilkantha, Rudreshwor","['luxurious', 'house', 'sale', 'budhanilkantha', 'rudreshwor']",luxurious house sale budhanilkantha rudreshwor,5,House,"Rudreshwor, Kathmandu",57500000.0
"House for sale near Milan Chowk, Kapan","['house', 'sale', 'near', 'milan', 'chowk', 'kapan']",house sale near milan chowk kapan,6,House,"Kapan, Kathmandu",29500000.0
Residential house for sale near Sukedhara,"['residential', 'house', 'sale', 'near', 'sukedhara']",residential house sale near sukedhara,5,House,"Sukedhara, Kathmandu",22500000.0
Bungalow for sale at Bishalnagar,"['bungalow', 'sale', 'bishalnagar']",bungalow sale bishalnagar,3,House,"Bishalnagar, Kathmandu",100000000.0
Fully furnished house for sale in Budhanilkantha,"['fully', 'furnished', 'house', 'sale', 'budhanilkantha']",fully furnished house sale budhanilkantha,5,House,"Budhanilkantha, Kathmandu",67500000.0
Modern house for sale at Pasikot,"['modern', 'house', 'sale', 'pasikot']",modern house sale pasikot,4,House,"Pasikot, Kathmandu",33500000.0
Brand new residential bungalow house on sale in Budhanilkantha,"['brand', 'new', 'residential', 'bungalow', 'house', 'sale', 'budhanilkantha']",brand new residential bungalow house sale budhanilkantha,7,House,"Budhanilkantha, Kathmandu",175000000.0
"Booking open for luxurious house at Madhuban Homes, Budhanilkantha","['booking', 'open', 'luxurious', 'house', 'madhuban', 'home', 'budhanilkantha']",booking open luxurious house madhuban home budhanilkantha,7,House,"Deuwa Niwas, Kathmandu",41500000.0
Residential house on sale at Harishiddhi,"['residential', 'house', 'sale', 'harishiddhi']",residential house sale harishiddhi,4,House,"Harisiddhi, Lalitpur",30000000.0
Residential house for sale at Nepaltar,"['residential', 'house', 'sale', 'nepaltar']",residential house sale nepaltar,4,House,"Nepaltar, Kathmandu",21000000.0
"Brand new house on sale at Checkpost, Chandragiri","['brand', 'new', 'house', 'sale', 'checkpost', 'chandragiri']",brand new house sale checkpost chandragiri,6,House,"Thankot, Kathmandu",26000000.0
House on sale at Setipakha,"['house', 'sale', 'setipakha']",house sale setipakha,3,House,"Setipakha, Lalitpur",31000000.0
"Residential house for sale near Akasedhara Petrol Pump, Ekatabasti","['residential', 'house', 'sale', 'near', 'akasedhara', 'petrol', 'pump', 'ekatabasti']",residential house sale near akasedhara petrol pump ekatabasti,8,House,"Ekatabasti, Kathmandu",16000000.0
"Residential house for sale in Budhanilkantha, Kathmandu","['residential', 'house', 'sale', 'budhanilkantha', 'kathmandu']",residential house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",33500000.0
Commercial house for sale at Sorhakhutte,"['commercial', 'house', 'sale', 'sorhakhutte']",commercial house sale sorhakhutte,4,House,"Sorhakhutte, Kathmandu",45000000.0
"Full furnished house on sale at Bhaisepati, Lalitpur","['full', 'furnished', 'house', 'sale', 'bhaisepati', 'lalitpur']",full furnished house sale bhaisepati lalitpur,6,House,"Bhaisepati, Lalitpur",14000000.0
"Furnished bungalow for sale at Thado Dhunga, Lalitpur","['furnished', 'bungalow', 'sale', 'thado', 'dhunga', 'lalitpur']",furnished bungalow sale thado dhunga lalitpur,6,House,"Thado Dhunga, Lalitpur",18000000.0
"Beautiful house for sale in Tempo Park, Imadol","['beautiful', 'house', 'sale', 'tempo', 'park', 'imadol']",beautiful house sale tempo park imadol,6,House,"Imadol, Lalitpur",34500000.0
"Residential house for sale near Buddha Party Palace, Imadol","['residential', 'house', 'sale', 'near', 'buddha', 'party', 'palace', 'imadol']",residential house sale near buddha party palace imadol,8,House,"Imadol, Lalitpur",14500000.0
"Residential house on sale in Budhanilkantha, Kathmandu","['residential', 'house', 'sale', 'budhanilkantha', 'kathmandu']",residential house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",18500000.0
"Beautiful house on sale in Nayabazar, Khusibu","['beautiful', 'house', 'sale', 'nayabazar', 'khusibu']",beautiful house sale nayabazar khusibu,5,House,"Naya Bazar, Kathmandu",77500000.0
Residential house for sale at Dahachowk,"['residential', 'house', 'sale', 'dahachowk']",residential house sale dahachowk,4,House,"Dahachowk, Kathmandu",17500000.0
"House on sale at Khadpu, Dhulikhel","['house', 'sale', 'khadpu', 'dhulikhel']",house sale khadpu dhulikhel,4,House,"Khadpu, Kavrepalanchok",14500000.0
"Semi furnished house for sale in Bhaisepati, Lalitpur","['semi', 'furnished', 'house', 'sale', 'bhaisepati', 'lalitpur']",semi furnished house sale bhaisepati lalitpur,6,House,"Bhaisepati, Lalitpur",44000000.0
"Brand new house on sale near Tempo Park, Imadol","['brand', 'new', 'house', 'sale', 'near', 'tempo', 'park', 'imadol']",brand new house sale near tempo park imadol,8,House,"Imadol, Lalitpur",36000000.0
Attractive house on sale at Budhanilkantha,"['attractive', 'house', 'sale', 'budhanilkantha']",attractive house sale budhanilkantha,4,House,"Budhanilkantha, Kathmandu",75000000.0
"Attractive house on sale in Budhanilkantha, Kathmandu","['attractive', 'house', 'sale', 'budhanilkantha', 'kathmandu']",attractive house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",39500000.0
"Commercial house for sale in Khichapokhari, Newroad","['commercial', 'house', 'sale', 'khichapokhari', 'newroad']",commercial house sale khichapokhari newroad,5,House,"New Road, Kathmandu",45000000.0
"Beautiful house for sale in Dhaneshwor, Banepa","['beautiful', 'house', 'sale', 'dhaneshwor', 'banepa']",beautiful house sale dhaneshwor banepa,5,House,"Banepa, Kavrepalanchok",20000000.0
"Commercial house for sale at Khichapokhari, Newroad","['commercial', 'house', 'sale', 'khichapokhari', 'newroad']",commercial house sale khichapokhari newroad,5,House,"New Road, Kathmandu",22500000.0
Semi furnished house for sale in Sitapaila,"['semi', 'furnished', 'house', 'sale', 'sitapaila']",semi furnished house sale sitapaila,5,House,"Sitapaila, Kathmandu",30000000.0
"Beautiful house for sale in Kapan, Budhanilkantha","['beautiful', 'house', 'sale', 'kapan', 'budhanilkantha']",beautiful house sale kapan budhanilkantha,5,House,"Kapan, Kathmandu",33800000.0
Brand new house for sale in Kapan Budhanilkantha,"['brand', 'new', 'house', 'sale', 'kapan', 'budhanilkantha']",brand new house sale kapan budhanilkantha,6,House,"Kapan, Kathmandu",18500000.0
"House for rent in Man Bhawan, Lalitpur","['house', 'rent', 'man', 'bhawan', 'lalitpur']",house rent man bhawan lalitpur,5,House,"Manbhawan, Lalitpur",20000000.0
Single storey house for sale at Kapan,"['single', 'storey', 'house', 'sale', 'kapan']",single storey house sale kapan,5,House,"Kapan, Kathmandu",14000000.0
"Beautiful house on sale in Kathmandu, Budhanilkantha","['beautiful', 'house', 'sale', 'kathmandu', 'budhanilkantha']",beautiful house sale kathmandu budhanilkantha,5,House,"Budhanilkantha, Kathmandu",26000000.0
"Beautiful house for sale in Gopikrishna, Chabahil","['beautiful', 'house', 'sale', 'gopikrishna', 'chabahil']",beautiful house sale gopikrishna chabahil,5,House,"Gopikrishna Hall, Kathmandu",28500000.0
"Colony House for sale at Grande Villa, Tokha","['colony', 'house', 'sale', 'grande', 'villa', 'tokha']",colony house sale grande villa tokha,6,House,"Grande Villa, Kathmandu",39000000.0
Booking open for residential house at Nakhipot,"['booking', 'open', 'residential', 'house', 'nakhipot']",booking open residential house nakhipot,5,House,"Nakhipot, Lalitpur",29000000.0
"Residential house on sale near West Wing School, Lubhu","['residential', 'house', 'sale', 'near', 'west', 'wing', 'school', 'lubhu']",residential house sale near west wing school lubhu,8,House,"Lubhu, Lalitpur",17500000.0
"Beauitiful house for sale in Budhanilkantha, Kathmandu","['beauitiful', 'house', 'sale', 'budhanilkantha', 'kathmandu']",beauitiful house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",33500000.0
"House for sale in Sirutar, Bhaktapur","['house', 'sale', 'sirutar', 'bhaktapur']",house sale sirutar bhaktapur,4,House,"Sirutar, Bhaktapur",26500000.0
"House on sale in Panga, Kirtipur","['house', 'sale', 'panga', 'kirtipur']",house sale panga kirtipur,4,House,"Panga, Kathmandu",27500000.0
"Attractive house for sale in Budhanilkantha, Kathmandu","['attractive', 'house', 'sale', 'budhanilkantha', 'kathmandu']",attractive house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",60000000.0
"House on sale behind of Civil Homes, Khumaltar","['house', 'sale', 'behind', 'civil', 'home', 'khumaltar']",house sale behind civil home khumaltar,6,House,"Khumaltar, Lalitpur",28500000.0
"House on sale near Madan Bhandari College, Anamnagar","['house', 'sale', 'near', 'madan', 'bhandari', 'college', 'anamnagar']",house sale near madan bhandari college anamnagar,7,House,"Anamnagar, Kathmandu",13000000.0
"Beautiful house on sale near Greenhill City Housing, Kageshwori","['beautiful', 'house', 'sale', 'near', 'greenhill', 'city', 'housing', 'kageshwori']",beautiful house sale near greenhill city housing kageshwori,8,House,"Greenhill City, Kathmandu",25500000.0
"House for sale in Golfutar, Budhanilkantha","['house', 'sale', 'golfutar', 'budhanilkantha']",house sale golfutar budhanilkantha,4,House,"Golfutar, Kathmandu",39000000.0
"Beautiful house for sale in Budhanilkantha, Kathmandu","['beautiful', 'house', 'sale', 'budhanilkantha', 'kathmandu']",beautiful house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",42500000.0
"Brand New House On Sale At Birendra Chowk, Kadaghari","['brand', 'new', 'house', 'sale', 'birendra', 'chowk', 'kadaghari']",brand new house sale birendra chowk kadaghari,7,House,"Birendra Chowk, Kathmandu",40000000.0
"Beautiful house for sale in Budhanilkantha, Kathmandu","['beautiful', 'house', 'sale', 'budhanilkantha', 'kathmandu']",beautiful house sale budhanilkantha kathmandu,5,House,"Budhanilkantha, Kathmandu",75000000.0
"Residential house for sale at Civil Homes, Khumaltar","['residential', 'house', 'sale', 'civil', 'home', 'khumaltar']",residential house sale civil home khumaltar,6,House,"Khumaltar, Lalitpur",36500000.0
"House for Sale at Jawalakhel, Lalitpur","['house', 'sale', 'jawalakhel', 'lalitpur']",house sale jawalakhel lalitpur,4,House,"Jawalakhel, Lalitpur",110000000.0
"House for sale in Jyotinagar, Budhanilkantha","['house', 'sale', 'jyotinagar', 'budhanilkantha']",house sale jyotinagar budhanilkantha,4,House,"Jyotinagar, Kathmandu",38800000.0
"House for sale at Southern Heights Housing, Thaiba","['house', 'sale', 'southern', 'height', 'housing', 'thaiba']",house sale southern height housing thaiba,6,House,"Thaiba, Lalitpur",45000000.0
"House on sale near Balkumari, Lalitpur","['house', 'sale', 'near', 'balkumari', 'lalitpur']",house sale near balkumari lalitpur,5,House,"Balkumari, Lalitpur",35000000.0
"House for sale beside LRI School, Kalanki","['house', 'sale', 'beside', 'lri', 'school', 'kalanki']",house sale beside lri school kalanki,6,House,"Kalanki, Kathmandu",24000000.0
"Semi furnished house for sale in Gokul Aawash, Bhaisepati","['semi', 'furnished', 'house', 'sale', 'gokul', 'aawash', 'bhaisepati']",semi furnished house sale gokul aawash bhaisepati,7,House,"Bhaisepati, Lalitpur",59500000.0
"Beautiful house for sale in Bhaisepati, Lalitpur","['beautiful', 'house', 'sale', 'bhaisepati', 'lalitpur']",beautiful house sale bhaisepati lalitpur,5,House,"Bhaisepati, Lalitpur",41000000.0
"House on sale near Venus Hospital, Mid Baneshwor","['house', 'sale', 'near', 'venus', 'hospital', 'mid', 'baneshwor']",house sale near venus hospital mid baneshwor,7,House,"Mid Baneshwor, Kathmandu",70000000.0
Residential bungalow for sale in Hattigauda,"['residential', 'bungalow', 'sale', 'hattigauda']",residential bungalow sale hattigauda,4,House,"Hattigaunda, Kathmandu",59000000.0
"Brand new bungalow for sale in Hepali Height, Budhanilkantha","['brand', 'new', 'bungalow', 'sale', 'hepali', 'height', 'budhanilkantha']",brand new bungalow sale hepali height budhanilkantha,7,House,"Hepali Height, Kathmandu",45500000.0
"House for sale at Nayabasti, Gokarneshwor","['house', 'sale', 'nayabasti', 'gokarneshwor']",house sale nayabasti gokarneshwor,4,House,"Naya Basti, Kathmandu",20500000.0
